index,Format,Year,Units,Revenue,Revenue (Inflation Adjusted),is_physical
620,On-Demand Streaming (Ad-Supported),1995,,0,0,False
621,On-Demand Streaming (Ad-Supported),1996,,0,0,False
622,On-Demand Streaming (Ad-Supported),1997,,0,0,False
623,On-Demand Streaming (Ad-Supported),1998,,0,0,False
624,On-Demand Streaming (Ad-Supported),1999,,0,0,False
625,On-Demand Streaming (Ad-Supported),2000,,0,0,False
626,On-Demand Streaming (Ad-Supported),2001,,0,0,False
627,On-Demand Streaming (Ad-Supported),2002,,0,0,False
628,On-Demand Streaming (Ad-Supported),2003,,0,0,False
629,On-Demand Streaming (Ad-Supported),2004,,0,0,False
630,On-Demand Streaming (Ad-Supported),2005,,0,0,False
631,On-Demand Streaming (Ad-Supported),2006,,0,0,False
632,On-Demand Streaming (Ad-Supported),2007,,0,0,False
633,On-Demand Streaming (Ad-Supported),2008,,0,0,False
634,On-Demand Streaming (Ad-Supported),2009,,0,0,False
635,On-Demand Streaming (Ad-Supported),2010,,0,0,False
636,On-Demand Streaming (Ad-Supported),2011,,113800000,124000000,False
637,On-Demand Streaming (Ad-Supported),2012,,170900000,187000000,False
638,On-Demand Streaming (Ad-Supported),2013,,220900000,238100000,False
639,On-Demand Streaming (Ad-Supported),2014,,283800000,301000000,False
640,On-Demand Streaming (Ad-Supported),2015,,372000000,394100000,False
641,On-Demand Streaming (Ad-Supported),2016,,489400000,512000000,False
642,On-Demand Streaming (Ad-Supported),2017,,658600000,674700000,False
643,On-Demand Streaming (Ad-Supported),2018,,759500000,759500000,False
644,Other Ad-Supported Streaming,1973,,0,0,False
645,Other Ad-Supported Streaming,1974,,0,0,False
646,Other Ad-Supported Streaming,1975,,0,0,False
647,Other Ad-Supported Streaming,1976,,0,0,False
648,Other Ad-Supported Streaming,1977,,0,0,False
649,Other Ad-Supported Streaming,1978,,0,0,False
650,Other Ad-Supported Streaming,1979,,0,0,False
651,Other Ad-Supported Streaming,1980,,0,0,False
652,Other Ad-Supported Streaming,1981,,0,0,False
653,Other Ad-Supported Streaming,1982,,0,0,False
654,Other Ad-Supported Streaming,1983,,0,0,False
655,Other Ad-Supported Streaming,1984,,0,0,False
656,Other Ad-Supported Streaming,1985,,0,0,False
657,Other Ad-Supported Streaming,1986,,0,0,False
658,Other Ad-Supported Streaming,1987,,0,0,False
659,Other Ad-Supported Streaming,1988,,0,0,False
660,Other Ad-Supported Streaming,1989,,0,0,False
661,Other Ad-Supported Streaming,1990,,0,0,False
662,Other Ad-Supported Streaming,1991,,0,0,False
663,Other Ad-Supported Streaming,1992,,0,0,False
664,Other Ad-Supported Streaming,1993,,0,0,False
665,Other Ad-Supported Streaming,1994,,0,0,False
666,Other Ad-Supported Streaming,1995,,0,0,False
667,Other Ad-Supported Streaming,1996,,0,0,False
668,Other Ad-Supported Streaming,1997,,0,0,False
669,Other Ad-Supported Streaming,1998,,0,0,False
670,Other Ad-Supported Streaming,1999,,0,0,False
671,Other Ad-Supported Streaming,2000,,0,0,False
672,Other Ad-Supported Streaming,2001,,0,0,False
673,Other Ad-Supported Streaming,2002,,0,0,False
674,Other Ad-Supported Streaming,2003,,0,0,False
675,Other Ad-Supported Streaming,2004,,0,0,False
676,Other Ad-Supported Streaming,2005,,0,0,False
677,Other Ad-Supported Streaming,2006,,0,0,False
678,Other Ad-Supported Streaming,2007,,0,0,False
679,Other Ad-Supported Streaming,2008,,0,0,False
680,Other Ad-Supported Streaming,2009,,0,0,False
681,Other Ad-Supported Streaming,2010,,0,0,False
682,Other Ad-Supported Streaming,2011,,0,0,False
683,Other Ad-Supported Streaming,2012,,0,0,False
684,Other Ad-Supported Streaming,2013,,0,0,False
685,Other Ad-Supported Streaming,2014,,0,0,False
686,Other Ad-Supported Streaming,2015,,0,0,False
687,Other Ad-Supported Streaming,2016,,81300000,85000000,False
688,Other Ad-Supported Streaming,2017,,261800000,268200000,False
689,Other Ad-Supported Streaming,2018,,251400000,251400000,False
690,Other Digital,1973,0.0,0,0,False
691,Other Digital,1974,0.0,0,0,False
692,Other Digital,1975,0.0,0,0,False
693,Other Digital,1976,0.0,0,0,False
694,Other Digital,1977,0.0,0,0,False
695,Other Digital,1978,0.0,0,0,False
696,Other Digital,1979,0.0,0,0,False
697,Other Digital,1980,0.0,0,0,False
698,Other Digital,1981,0.0,0,0,False
699,Other Digital,1982,0.0,0,0,False
700,Other Digital,1983,0.0,0,0,False
701,Other Digital,1984,0.0,0,0,False
702,Other Digital,1985,0.0,0,0,False
703,Other Digital,1986,0.0,0,0,False
704,Other Digital,1987,0.0,0,0,False
705,Other Digital,1988,0.0,0,0,False
706,Other Digital,1989,0.0,0,0,False
707,Other Digital,1990,0.0,0,0,False
708,Other Digital,1991,0.0,0,0,False
709,Other Digital,1992,0.0,0,0,False
710,Other Digital,1993,0.0,0,0,False
711,Other Digital,1994,0.0,0,0,False
712,Other Digital,1995,0.0,0,0,False
713,Other Digital,1996,0.0,0,0,False
714,Other Digital,1997,0.0,0,0,False
715,Other Digital,1998,0.0,0,0,False
716,Other Digital,1999,0.0,0,0,False
717,Other Digital,2000,0.0,0,0,False
718,Other Digital,2001,0.0,0,0,False
719,Other Digital,2002,0.0,0,0,False
720,Other Digital,2003,0.0,0,0,False
721,Other Digital,2004,0.0,0,0,False
722,Other Digital,2005,0.0,0,0,False
723,Other Digital,2006,0.0,0,0,False
724,Other Digital,2007,0.0,0,0,False
725,Other Digital,2008,0.0,0,0,False
726,Other Digital,2009,0.0,0,0,False
727,Other Digital,2010,0.0,0,0,False
728,Other Digital,2011,0.0,0,0,False
729,Other Digital,2012,0.0,0,0,False
730,Other Digital,2013,0.0,0,0,False
731,Other Digital,2014,0.0,0,0,False
732,Other Digital,2015,0.0,0,0,False
733,Other Digital,2016,0.0,17100000,17900000,False
734,Other Digital,2017,0.0,16900000,17300000,False
735,Other Digital,2018,0.0,19800000,19800000,False
736,Other Tapes,1973,2200000.0,15600000,86100000,True
737,Other Tapes,1974,1900000.0,13300000,66100000,True
738,Other Tapes,1975,1500000.0,10200000,46500000,True
739,Other Tapes,1976,700000.0,5100000,22000000,True
740,Other Tapes,1977,0.0,0,0,True
741,Other Tapes,1978,0.0,0,0,True
742,Other Tapes,1979,0.0,0,0,True
743,Other Tapes,1980,0.0,0,0,True
744,Other Tapes,1981,0.0,0,0,True
745,Other Tapes,1982,0.0,0,0,True
746,Other Tapes,1983,0.0,0,0,True
747,Other Tapes,1984,0.0,0,0,True
748,Other Tapes,1985,0.0,0,0,True
749,Other Tapes,1986,0.0,0,0,True
750,Other Tapes,1987,0.0,0,0,True
751,Other Tapes,1988,0.0,0,0,True
752,Other Tapes,1989,0.0,0,0,True
753,Other Tapes,1990,0.0,0,0,True
754,Other Tapes,1991,0.0,0,0,True
755,Other Tapes,1992,0.0,0,0,True
756,Other Tapes,1993,0.0,0,0,True
757,Other Tapes,1994,0.0,0,0,True
758,Other Tapes,1995,0.0,0,0,True
759,Other Tapes,1996,0.0,0,0,True
760,Other Tapes,1997,0.0,0,0,True
761,Other Tapes,1998,0.0,0,0,True
762,Other Tapes,1999,0.0,0,0,True
763,Other Tapes,2000,0.0,0,0,True
764,Other Tapes,2001,0.0,0,0,True
765,Other Tapes,2002,0.0,0,0,True
766,Other Tapes,2003,0.0,0,0,True
767,Other Tapes,2004,0.0,0,0,True
768,Other Tapes,2005,0.0,0,0,True
769,Other Tapes,2006,0.0,0,0,True
770,Other Tapes,2007,0.0,0,0,True
771,Other Tapes,2008,0.0,0,0,True
772,Other Tapes,2009,0.0,0,0,True
773,Other Tapes,2010,0.0,0,0,True
774,Other Tapes,2011,0.0,0,0,True
775,Other Tapes,2012,0.0,0,0,True
776,Other Tapes,2013,0.0,0,0,True
777,Other Tapes,2014,0.0,0,0,True
778,Other Tapes,2015,0.0,0,0,True
779,Other Tapes,2016,0.0,0,0,True
780,Other Tapes,2017,0.0,0,0,True
781,Other Tapes,2018,0.0,0,0,True
782,Paid Subscription,1973,,0,0,False
783,Paid Subscription,1974,,0,0,False
784,Paid Subscription,1975,,0,0,False
785,Paid Subscription,1976,,0,0,False
786,Paid Subscription,1977,,0,0,False
787,Paid Subscription,1978,,0,0,False
788,Paid Subscription,1979,,0,0,False
789,Paid Subscription,1980,,0,0,False
790,Paid Subscription,1981,,0,0,False
791,Paid Subscription,1982,,0,0,False
792,Paid Subscription,1983,,0,0,False
793,Paid Subscription,1984,,0,0,False
794,Paid Subscription,1985,,0,0,False
795,Paid Subscription,1986,,0,0,False
796,Paid Subscription,1987,,0,0,False
797,Paid Subscription,1988,,0,0,False
798,Paid Subscription,1989,,0,0,False
799,Paid Subscription,1990,,0,0,False
800,Paid Subscription,1991,,0,0,False
801,Paid Subscription,1992,,0,0,False
802,Paid Subscription,1993,,0,0,False
803,Paid Subscription,1994,,0,0,False
804,Paid Subscription,1995,,0,0,False
805,Paid Subscription,1996,,0,0,False
806,Paid Subscription,1997,,0,0,False
807,Paid Subscription,1998,,0,0,False
808,Paid Subscription,1999,,0,0,False
809,Paid Subscription,2000,,0,0,False
810,Paid Subscription,2001,,0,0,False
811,Paid Subscription,2002,,0,0,False
812,Paid Subscription,2003,,0,0,False
813,Paid Subscription,2004,,0,0,False
814,Paid Subscription,2005,,149200000,187300000,False
815,Paid Subscription,2006,,206200000,250700000,False
816,Paid Subscription,2007,,234000000,276700000,False
817,Paid Subscription,2008,,221400000,252100000,False
818,Paid Subscription,2009,,206200000,235600000,False
819,Paid Subscription,2010,,212400000,238800000,False
820,Paid Subscription,2011,,247800000,270000000,False
821,Paid Subscription,2012,,399900000,437400000,False
822,Paid Subscription,2013,,643300000,693400000,False
823,Paid Subscription,2014,,770300000,817000000,False
824,Paid Subscription,2015,,1156700000,1225500000,False
825,Paid Subscription,2016,,2244200000,2347900000,False
826,Paid Subscription,2017,,3500600000,3586100000,False
827,Paid Subscription,2018,,4656000000,4656000000,False
828,Ringtones & Ringbacks,1973,0.0,0,0,False
829,Ringtones & Ringbacks,1974,0.0,0,0,False
830,Ringtones & Ringbacks,1975,0.0,0,0,False
831,Ringtones & Ringbacks,1976,0.0,0,0,False
832,Ringtones & Ringbacks,1977,0.0,0,0,False
833,Ringtones & Ringbacks,1978,0.0,0,0,False
834,Ringtones & Ringbacks,1979,0.0,0,0,False
835,Ringtones & Ringbacks,1980,0.0,0,0,False
836,Ringtones & Ringbacks,1981,0.0,0,0,False
837,Ringtones & Ringbacks,1982,0.0,0,0,False
838,Ringtones & Ringbacks,1983,0.0,0,0,False
839,Ringtones & Ringbacks,1984,0.0,0,0,False
840,Ringtones & Ringbacks,1985,0.0,0,0,False
841,Ringtones & Ringbacks,1986,0.0,0,0,False
842,Ringtones & Ringbacks,1987,0.0,0,0,False
843,Ringtones & Ringbacks,1988,0.0,0,0,False
844,Ringtones & Ringbacks,1989,0.0,0,0,False
845,Ringtones & Ringbacks,1990,0.0,0,0,False
846,Ringtones & Ringbacks,1991,0.0,0,0,False
847,Ringtones & Ringbacks,1992,0.0,0,0,False
848,Ringtones & Ringbacks,1993,0.0,0,0,False
849,Ringtones & Ringbacks,1994,0.0,0,0,False
850,Ringtones & Ringbacks,1995,0.0,0,0,False
851,Ringtones & Ringbacks,1996,0.0,0,0,False
852,Ringtones & Ringbacks,1997,0.0,0,0,False
853,Ringtones & Ringbacks,1998,0.0,0,0,False
854,Ringtones & Ringbacks,1999,0.0,0,0,False
855,Ringtones & Ringbacks,2000,0.0,0,0,False
856,Ringtones & Ringbacks,2001,0.0,0,0,False
857,Ringtones & Ringbacks,2002,0.0,0,0,False
858,Ringtones & Ringbacks,2003,0.0,0,0,False
859,Ringtones & Ringbacks,2004,0.0,0,0,False
860,Ringtones & Ringbacks,2005,170000000.0,421600000,529100000,False
861,Ringtones & Ringbacks,2006,315000000.0,773800000,940800000,False
862,Ringtones & Ringbacks,2007,433800000.0,1055800000,1248400000,False
863,Ringtones & Ringbacks,2008,405100000.0,977100000,1112400000,False
864,Ringtones & Ringbacks,2009,294300000.0,702800000,803000000,False
865,Ringtones & Ringbacks,2010,188500000.0,448000000,503600000,False
866,Ringtones & Ringbacks,2011,115400000.0,276200000,301000000,False
867,Ringtones & Ringbacks,2012,58800000.0,146000000,159700000,False
868,Ringtones & Ringbacks,2013,39400000.0,98000000,105600000,False
869,Ringtones & Ringbacks,2014,26600000.0,66300000,70300000,False
870,Ringtones & Ringbacks,2015,21900000.0,54600000,57800000,False
871,Ringtones & Ringbacks,2016,22600000.0,56300000,58900000,False
872,Ringtones & Ringbacks,2017,14300000.0,35500000,36400000,False
873,Ringtones & Ringbacks,2018,10000000.0,25000000,25000000,False
874,SACD,1973,0.0,0,0,True
875,SACD,1974,0.0,0,0,True
876,SACD,1975,0.0,0,0,True
877,SACD,1976,0.0,0,0,True
878,SACD,1977,0.0,0,0,True
879,SACD,1978,0.0,0,0,True
880,SACD,1979,0.0,0,0,True
881,SACD,1980,0.0,0,0,True
882,SACD,1981,0.0,0,0,True
883,SACD,1982,0.0,0,0,True
884,SACD,1983,0.0,0,0,True
885,SACD,1984,0.0,0,0,True
886,SACD,1985,0.0,0,0,True
887,SACD,1986,0.0,0,0,True
888,SACD,1987,0.0,0,0,True
889,SACD,1988,0.0,0,0,True
890,SACD,1989,0.0,0,0,True
891,SACD,1990,0.0,0,0,True
892,SACD,1991,0.0,0,0,True
893,SACD,1992,0.0,0,0,True
894,SACD,1993,0.0,0,0,True
895,SACD,1994,0.0,0,0,True
896,SACD,1995,0.0,0,0,True
897,SACD,1996,0.0,0,0,True
898,SACD,1997,0.0,0,0,True
899,SACD,1998,0.0,0,0,True
900,SACD,1999,0.0,0,0,True
901,SACD,2000,0.0,0,0,True
902,SACD,2001,0.0,0,0,True
903,SACD,2002,0.0,0,0,True
904,SACD,2003,1300000.0,26300000,35000000,True
905,SACD,2004,800000.0,16600000,21500000,True
906,SACD,2005,500000.0,10000000,12600000,True
907,SACD,2006,300000.0,5500000,6700000,True
908,SACD,2007,200000.0,3600000,4300000,True
909,SACD,2008,100000.0,3100000,3500000,True
910,SACD,2009,100000.0,2400000,2700000,True
911,SACD,2010,100000.0,1700000,1900000,True
912,SACD,2011,100000.0,1500000,1600000,True
913,SACD,2012,100000.0,1300000,1500000,True
914,SACD,2013,0.0,1000000,1100000,True
915,SACD,2014,0.0,800000,800000,True
916,SACD,2015,0.0,1000000,1100000,True
917,SACD,2016,0.0,1200000,1300000,True
918,SACD,2017,0.0,900000,900000,True
919,SACD,2018,0.0,900000,900000,True
920,SoundExchange Distributions,1973,0.0,0,0,False
921,SoundExchange Distributions,1974,0.0,0,0,False
922,SoundExchange Distributions,1975,0.0,0,0,False
923,SoundExchange Distributions,1976,0.0,0,0,False
924,SoundExchange Distributions,1977,0.0,0,0,False
925,SoundExchange Distributions,1978,0.0,0,0,False
926,SoundExchange Distributions,1979,0.0,0,0,False
927,SoundExchange Distributions,1980,0.0,0,0,False
928,SoundExchange Distributions,1981,0.0,0,0,False
929,SoundExchange Distributions,1982,0.0,0,0,False
930,SoundExchange Distributions,1983,0.0,0,0,False
931,SoundExchange Distributions,1984,0.0,0,0,False
932,SoundExchange Distributions,1985,0.0,0,0,False
933,SoundExchange Distributions,1986,0.0,0,0,False
934,SoundExchange Distributions,1987,0.0,0,0,False
935,SoundExchange Distributions,1988,0.0,0,0,False
936,SoundExchange Distributions,1989,0.0,0,0,False
937,SoundExchange Distributions,1990,0.0,0,0,False
938,SoundExchange Distributions,1991,0.0,0,0,False
939,SoundExchange Distributions,1992,0.0,0,0,False
940,SoundExchange Distributions,1993,0.0,0,0,False
941,SoundExchange Distributions,1994,0.0,0,0,False
942,SoundExchange Distributions,1995,0.0,0,0,False
943,SoundExchange Distributions,1996,0.0,0,0,False
944,SoundExchange Distributions,1997,0.0,0,0,False
945,SoundExchange Distributions,1998,0.0,0,0,False
946,SoundExchange Distributions,1999,0.0,0,0,False
947,SoundExchange Distributions,2000,0.0,0,0,False
948,SoundExchange Distributions,2001,0.0,0,0,False
949,SoundExchange Distributions,2002,0.0,0,0,False
950,SoundExchange Distributions,2003,0.0,0,0,False
951,SoundExchange Distributions,2004,0.0,6900000,9000000,False
952,SoundExchange Distributions,2005,0.0,20400000,25600000,False
953,SoundExchange Distributions,2006,0.0,32800000,39900000,False
954,SoundExchange Distributions,2007,0.0,36200000,42800000,False
955,SoundExchange Distributions,2008,0.0,100000000,113800000,False
956,SoundExchange Distributions,2009,0.0,155500000,177700000,False
957,SoundExchange Distributions,2010,0.0,249200000,280100000,False
958,SoundExchange Distributions,2011,0.0,292000000,318200000,False
959,SoundExchange Distributions,2012,0.0,462000000,505300000,False
960,SoundExchange Distributions,2013,0.0,590400000,636400000,False
961,SoundExchange Distributions,2014,0.0,773400000,820300000,False
962,SoundExchange Distributions,2015,0.0,802600000,850300000,False
963,SoundExchange Distributions,2016,0.0,883900000,924800000,False
964,SoundExchange Distributions,2017,0.0,652000000,667900000,False
965,SoundExchange Distributions,2018,0.0,952800000,952800000,False
966,Synchronization,1973,0.0,0,0,False
967,Synchronization,1974,0.0,0,0,False
968,Synchronization,1975,0.0,0,0,False
969,Synchronization,1976,0.0,0,0,False
970,Synchronization,1977,0.0,0,0,False
971,Synchronization,1978,0.0,0,0,False
972,Synchronization,1979,0.0,0,0,False
973,Synchronization,1980,0.0,0,0,False
974,Synchronization,1981,0.0,0,0,False
975,Synchronization,1982,0.0,0,0,False
976,Synchronization,1983,0.0,0,0,False
977,Synchronization,1984,0.0,0,0,False
978,Synchronization,1985,0.0,0,0,False
979,Synchronization,1986,0.0,0,0,False
980,Synchronization,1987,0.0,0,0,False
981,Synchronization,1988,0.0,0,0,False
982,Synchronization,1989,0.0,0,0,False
983,Synchronization,1990,0.0,0,0,False
984,Synchronization,1991,0.0,0,0,False
985,Synchronization,1992,0.0,0,0,False
986,Synchronization,1993,0.0,0,0,False
987,Synchronization,1994,0.0,0,0,False
988,Synchronization,1995,0.0,0,0,False
989,Synchronization,1996,0.0,0,0,False
990,Synchronization,1997,0.0,0,0,False
991,Synchronization,1998,0.0,0,0,False
992,Synchronization,1999,0.0,0,0,False
993,Synchronization,2000,0.0,0,0,False
994,Synchronization,2001,0.0,0,0,False
995,Synchronization,2002,0.0,0,0,False
996,Synchronization,2003,0.0,0,0,False
997,Synchronization,2004,0.0,0,0,False
998,Synchronization,2005,0.0,0,0,False
999,Synchronization,2006,0.0,0,0,False
1000,Synchronization,2007,0.0,0,0,False
1001,Synchronization,2008,0.0,0,0,False
1002,Synchronization,2009,0.0,201200000,229900000,False
1003,Synchronization,2010,0.0,188700000,212100000,False
1004,Synchronization,2011,0.0,196500000,214100000,False
1005,Synchronization,2012,0.0,190600000,208500000,False
1006,Synchronization,2013,0.0,189700000,204500000,False
1007,Synchronization,2014,0.0,189700000,201200000,False
1008,Synchronization,2015,0.0,202900000,215000000,False
1009,Synchronization,2016,0.0,214800000,224800000,False
1010,Synchronization,2017,0.0,232100000,237800000,False
1011,Synchronization,2018,0.0,285500000,285500000,False
1012,Vinyl Single,1973,228000000.0,190000000,1048900000,True
1013,Vinyl Single,1974,204000000.0,194000000,964600000,True
1014,Vinyl Single,1975,164000000.0,211500000,963600000,True
1015,Vinyl Single,1976,190000000.0,245100000,1055900000,True
1016,Vinyl Single,1977,190000000.0,245100000,991400000,True
1017,Vinyl Single,1978,190000000.0,260300000,978600000,True
1018,Vinyl Single,1979,212000000.0,353600000,1193900000,True
1019,Vinyl Single,1980,157000000.0,250000000,743700000,True
1020,Vinyl Single,1981,154700000.0,256400000,691400000,True
1021,Vinyl Single,1982,137200000.0,283000000,718800000,True
1022,Vinyl Single,1983,124800000.0,269300000,662800000,True
1023,Vinyl Single,1984,131500000.0,298700000,704700000,True
1024,Vinyl Single,1985,120700000.0,281000000,640100000,True
1025,Vinyl Single,1986,93900000.0,228100000,510100000,True
1026,Vinyl Single,1987,82000000.0,203300000,438700000,True
1027,Vinyl Single,1988,65600000.0,180400000,373800000,True
1028,Vinyl Single,1989,36600000.0,116400000,230100000,True
1029,Vinyl Single,1990,27600000.0,94400000,177000000,True
1030,Vinyl Single,1991,22000000.0,63900000,115000000,True
1031,Vinyl Single,1992,19800000.0,66400000,116000000,True
1032,Vinyl Single,1993,15100000.0,51200000,86900000,True
1033,Vinyl Single,1994,11700000.0,47200000,78100000,True
1034,Vinyl Single,1995,10200000.0,46700000,75100000,True
1035,Vinyl Single,1996,10100000.0,47500000,74200000,True
1036,Vinyl Single,1997,7500000.0,35600000,54400000,True
1037,Vinyl Single,1998,5400000.0,25700000,38600000,True
1038,Vinyl Single,1999,5300000.0,27900000,41000000,True
1039,Vinyl Single,2000,4800000.0,26300000,37400000,True
1040,Vinyl Single,2001,5500000.0,31400000,43500000,True
1041,Vinyl Single,2002,4400000.0,24900000,33900000,True
1042,Vinyl Single,2003,3800000.0,21500000,28600000,True
1043,Vinyl Single,2004,3500000.0,19900000,25800000,True
1044,Vinyl Single,2005,2300000.0,13200000,16600000,True
1045,Vinyl Single,2006,1500000.0,9900000,12000000,True
1046,Vinyl Single,2007,600000.0,4000000,4700000,True
1047,Vinyl Single,2008,400000.0,2900000,3300000,True
1048,Vinyl Single,2009,300000.0,2500000,2900000,True
1049,Vinyl Single,2010,300000.0,2300000,2600000,True
1050,Vinyl Single,2011,400000.0,4600000,5000000,True
1051,Vinyl Single,2012,400000.0,4700000,5200000,True
1052,Vinyl Single,2013,300000.0,3000000,3200000,True
1053,Vinyl Single,2014,500000.0,5500000,5800000,True
1054,Vinyl Single,2015,500000.0,5800000,6100000,True
1055,Vinyl Single,2016,400000.0,4900000,5100000,True
1056,Vinyl Single,2017,400000.0,6100000,6200000,True
1057,Vinyl Single,2018,300000.0,5300000,5300000,True
